Rating,AccountId,NumberOfCustomers,NetValueCalculated,Number of transactions,SAPRelation,NumberOfEmployees,Industry
C,8397900,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,9803735,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,29922168,1,603.31,1,Prospective Partner,250>x>50,Consumer Industries
B,25143280,1,611.91,1,Customer,250>x>50,Service Industries
B,25283466,1,611.91,1,Customer,250>x>50,Service Industries
C,29921284,1,611.91,1,Prospective Partner,250>x>50,Consumer Industries
B,24832625,1,652.43,1,Customer,250>x>50,Service Industries
A,1232837,1,7200.0,1,Consultant,>250,Financial Services
A,170952,1,8888.14,1,Customer,<50,Service Industries
C,29926299,1,225.0,1,Prospective Partner,250>x>50,Consumer Industries
C,29927130,1,250.0,1,Prospective Partner,250>x>50,Consumer Industries
C,2151280,1,276.07,1,Customer,250>x>50,Service Industries
C,22365536,1,299.0,1,Customer,250>x>50,Service Industries
C,29926593,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29926822,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,3776719,1,419.49,1,Prospective Customer,250>x>50,Public Services
C,29926586,1,450.0,1,Prospective Partner,250>x>50,Consumer Industries
C,29925655,1,468.18,1,Prospective Partner,250>x>50,Consumer Industries
C,29926883,1,504.24,1,Prospective Partner,250>x>50,Consumer Industries
C,6127453,1,543.59,1,Prospective Customer,250>x>50,Discrete Industries
C,10509818,1,592.37,1,Consultant,>250,Energy and Natural Resources
B,13447308,1,592.37,1,Consultant,>250,Financial Services
C,180692,1,592.37,1,Customer,<50,Service Industries
B,209414,1,592.37,1,Customer,250>x>50,Service Industries
B,21002896,1,592.37,1,Customer,250>x>50,Service Industries
B,21114369,1,592.37,1,Customer,250>x>50,Service Industries
B,24923072,1,592.37,1,Customer,250>x>50,Service Industries
C,25036472,1,592.37,1,Customer,<50,Service Industries
B,25186040,1,592.37,1,Customer,250>x>50,Service Industries
B,25224009,1,592.37,1,Customer,250>x>50,Service Industries
B,25231098,1,592.37,1,Customer,250>x>50,Service Industries
B,25250252,1,592.37,1,Customer,250>x>50,Service Industries
B,25250856,1,592.37,1,Customer,250>x>50,Service Industries
B,25270483,1,592.37,1,Customer,250>x>50,Service Industries
C,25312102,1,592.37,1,Customer,<50,Service Industries
B,26049603,1,592.37,1,Customer,250>x>50,Service Industries
B,27266211,1,592.37,1,Customer,250>x>50,Service Industries
B,27595932,1,592.37,1,Customer,250>x>50,Service Industries
B,27744802,1,592.37,1,Customer,250>x>50,Service Industries
B,27792713,1,592.37,1,Customer,250>x>50,Service Industries
B,27807464,1,592.37,1,Customer,250>x>50,Service Industries
C,29637144,1,592.37,1,Partner,250>x>50,Consumer Industries
C,29926263,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,6844058,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,7244569,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,25303604,1,593.19,1,Customer,<50,Service Industries
C,29925130,1,593.19,1,Prospective Partner,250>x>50,Consumer Industries
C,29925834,1,600.0,1,Prospective Partner,250>x>50,Consumer Industries
B,12165345,1,603.31,1,Consultant,>250,Financial Services
B,24841222,1,611.91,1,Customer,250>x>50,Service Industries
B,25348075,1,611.91,1,Customer,250>x>50,Service Industries
B,27745545,1,611.91,1,Customer,250>x>50,Service Industries
C,29925113,1,611.91,1,Prospective Partner,250>x>50,Consumer Industries
C,4884352,1,611.91,1,Prospective Customer,250>x>50,Discrete Industries
B,24870725,1,652.43,1,Customer,250>x>50,Service Industries
C,29926825,1,808.6099999999999,1,Prospective Partner,250>x>50,Consumer Industries
B,27388693,1,898.46,1,Customer,250>x>50,Service Industries
B,27954729,1,755.08,1,Customer,250>x>50,Service Industries
C,29926268,1,755.08,1,Prospective Partner,250>x>50,Consumer Industries
B,50096879,1,900.0,1,Prospective Customer,250>x>50,Discrete Industries
B,162573,1,3294.92,1,Customer,<50,Service Industries
A,10825294,1,4086.34,1,Consultant,>250,Energy and Natural Resources
A,1092273,1,7374.84,1,Consultant,>250,Energy and Natural Resources
C,1224389,1,9.96,1,Consultant,>250,Financial Services
C,29926947,1,245.16,1,Prospective Partner,250>x>50,Consumer Industries
C,29926944,1,327.81,1,Prospective Partner,250>x>50,Consumer Industries
B,25526753,1,627.88,1,Customer,250>x>50,Service Industries
C,25313718,1,592.37,1,Customer,<50,Service Industries
C,25302082,1,611.91,1,Customer,<50,Service Industries
B,23697664,1,1334.74,1,Customer,<50,Service Industries
C,1110223,1,247.06,1,Consultant,>250,Energy and Natural Resources
B,13681170,1,592.37,1,Consultant,>250,Financial Services
C,17262001,1,829.55,1,Customer,<50,Service Industries
C,14259184,1,129.45,1,Consultant,>250,Financial Services
C,29932974,1,175.83,1,Prospective Partner,250>x>50,Consumer Industries
C,29929833,1,225.0,1,Prospective Partner,250>x>50,Consumer Industries
C,25145421,1,327.81,1,Customer,250>x>50,Service Industries
C,29929848,1,327.81,1,Prospective Partner,250>x>50,Consumer Industries
C,29929550,1,377.54,1,Prospective Partner,250>x>50,Consumer Industries
C,29930993,1,377.54,1,Prospective Partner,250>x>50,Consumer Industries
C,29928794,1,416.13,1,Prospective Partner,250>x>50,Consumer Industries
B,12492366,1,419.49,1,Consultant,>250,Financial Services
C,29929579,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29929612,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29930955,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29932458,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29933655,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,3070717,1,419.49,1,Prospective Customer,250>x>50,Public Services
C,29906690,1,451.01,1,Prospective Partner,250>x>50,Consumer Industries
C,29930068,1,451.01,1,Prospective Partner,250>x>50,Consumer Industries
C,29932461,1,468.18,1,Prospective Partner,250>x>50,Consumer Industries
C,10158343,1,592.37,1,Press/Analyst,>250,Energy and Natural Resources
B,169901,1,592.37,1,Customer,250>x>50,Service Industries
C,203840,1,592.37,1,Customer,<50,Service Industries
C,207516,1,592.37,1,Customer,<50,Service Industries
B,21803799,1,592.37,1,Customer,250>x>50,Service Industries
B,24736675,1,592.37,1,Customer,250>x>50,Service Industries
B,24782855,1,592.37,1,Customer,250>x>50,Service Industries
B,24789894,1,592.37,1,Customer,250>x>50,Service Industries
B,24799704,1,592.37,1,Customer,250>x>50,Service Industries
B,25203182,1,592.37,1,Customer,250>x>50,Service Industries
B,25221278,1,592.37,1,Customer,250>x>50,Service Industries
B,25221700,1,592.37,1,Customer,250>x>50,Service Industries
B,25226797,1,592.37,1,Customer,250>x>50,Service Industries
B,25228689,1,592.37,1,Customer,250>x>50,Service Industries
B,25233299,1,592.37,1,Customer,250>x>50,Service Industries
B,25256342,1,592.37,1,Customer,250>x>50,Service Industries
B,25267938,1,592.37,1,Customer,250>x>50,Service Industries
B,25275940,1,592.37,1,Customer,250>x>50,Service Industries
C,25316161,1,592.37,1,Customer,<50,Service Industries
B,25320761,1,592.37,1,Customer,250>x>50,Service Industries
C,26610104,1,592.37,1,Customer,<50,Service Industries
B,27103524,1,592.37,1,Customer,250>x>50,Service Industries
B,27771655,1,592.37,1,Customer,250>x>50,Service Industries
B,27796426,1,592.37,1,Customer,250>x>50,Service Industries
B,27811838,1,592.37,1,Customer,250>x>50,Service Industries
B,27818835,1,592.37,1,Customer,250>x>50,Service Industries
C,29929006,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29929830,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29930072,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29930832,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29931311,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29931359,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29932242,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29933356,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,4840916,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,4852667,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,7487475,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,7508318,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,9261324,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,9503015,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
B,25224145,1,593.19,1,Customer,250>x>50,Service Industries
B,25275910,1,593.19,1,Customer,250>x>50,Service Industries
B,25400972,1,593.19,1,Customer,250>x>50,Service Industries
C,26627938,1,593.19,1,Customer,<50,Service Industries
B,27806013,1,593.19,1,Customer,250>x>50,Service Industries
C,5811371,1,593.19,1,Prospective Customer,250>x>50,Discrete Industries
C,25306173,1,603.31,1,Customer,<50,Service Industries
C,3963075,1,603.31,1,Prospective Customer,250>x>50,Discrete Industries
B,25166553,1,611.91,1,Customer,250>x>50,Service Industries
C,29928573,1,611.91,1,Prospective Partner,250>x>50,Consumer Industries
C,29928798,1,638.28,1,Prospective Partner,250>x>50,Consumer Industries
C,50012398,1,0.0,1,Prospective Customer,250>x>50,Discrete Industries
B,1147880,1,480.0,1,Consultant,>250,Financial Services
C,29933448,1,60.0,1,Prospective Partner,250>x>50,Consumer Industries
C,14473748,1,150.0,1,Consultant,250>x>50,Service Industries
C,23586199,1,204.55,1,Customer,<50,Service Industries
C,29936187,1,238.41,1,Prospective Partner,250>x>50,Consumer Industries
C,29939233,1,250.0,1,Prospective Partner,250>x>50,Consumer Industries
C,29938859,1,327.81,1,Prospective Partner,250>x>50,Consumer Industries
C,29933823,1,377.54,1,Prospective Partner,250>x>50,Consumer Industries
C,29936941,1,377.54,1,Prospective Partner,250>x>50,Consumer Industries
C,29157287,1,419.49,1,Customer,250>x>50,Consumer Industries
C,29939023,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29935762,1,468.18,1,Prospective Partner,250>x>50,Consumer Industries
C,10993693,1,592.37,1,Consultant,>250,Energy and Natural Resources
B,13589017,1,592.37,1,Consultant,>250,Financial Services
B,15209672,1,592.37,1,Customer,250>x>50,Service Industries
C,166008,1,592.37,1,Customer,<50,Service Industries
C,17960834,1,592.37,1,Customer,<50,Service Industries
C,187139,1,592.37,1,Customer,<50,Service Industries
C,204672,1,592.37,1,Customer,<50,Service Industries
B,211070,1,592.37,1,Customer,250>x>50,Service Industries
B,24785374,1,592.37,1,Customer,250>x>50,Service Industries
B,24790799,1,592.37,1,Customer,250>x>50,Service Industries
B,24799693,1,592.37,1,Customer,250>x>50,Service Industries
B,24825733,1,592.37,1,Customer,250>x>50,Service Industries
C,24992376,1,592.37,1,Customer,<50,Service Industries
C,25034353,1,592.37,1,Customer,<50,Service Industries
B,25108622,1,592.37,1,Customer,250>x>50,Service Industries
B,25209626,1,592.37,1,Customer,250>x>50,Service Industries
B,25275093,1,592.37,1,Customer,250>x>50,Service Industries
B,25281370,1,592.37,1,Customer,250>x>50,Service Industries
C,25294552,1,592.37,1,Customer,<50,Service Industries
B,27276197,1,592.37,1,Customer,250>x>50,Service Industries
B,27673807,1,592.37,1,Customer,250>x>50,Service Industries
B,27808992,1,592.37,1,Customer,250>x>50,Service Industries
B,27848856,1,592.37,1,Customer,250>x>50,Service Industries
C,29937730,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29939119,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29939340,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,4840873,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,4853865,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,5378156,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,5418192,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,6819733,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
B,25350820,1,603.31,1,Customer,250>x>50,Service Industries
C,4970895,1,603.31,1,Prospective Customer,250>x>50,Discrete Industries
C,19883355,1,611.91,1,Customer,<50,Service Industries
B,24807457,1,611.91,1,Customer,250>x>50,Service Industries
B,25146677,1,611.91,1,Customer,250>x>50,Service Industries
B,25255207,1,611.91,1,Customer,250>x>50,Service Industries
B,25341833,1,611.91,1,Customer,250>x>50,Service Industries
C,29933964,1,611.91,1,Prospective Partner,250>x>50,Consumer Industries
C,6267182,1,611.91,1,Prospective Customer,<50,Discrete Industries
C,29936191,1,675.0,1,Prospective Partner,250>x>50,Consumer Industries
B,29936020,1,898.46,1,Prospective Partner,250>x>50,Consumer Industries
B,50100405,1,936.36,1,Prospective Customer,250>x>50,Discrete Industries
B,1091142,1,1764.0,1,Consultant,>250,Energy and Natural Resources
C,5414640,1,250.0,1,Prospective Customer,250>x>50,Discrete Industries
C,29941749,1,292.05,1,Prospective Partner,250>x>50,Consumer Industries
C,29934814,1,295.03,1,Prospective Partner,250>x>50,Consumer Industries
C,29942701,1,377.54,1,Prospective Partner,250>x>50,Consumer Industries
C,29945464,1,377.54,1,Prospective Partner,250>x>50,Consumer Industries
C,5649452,1,416.13,1,Prospective Customer,250>x>50,Discrete Industries
C,10609833,1,419.49,1,Consultant,>250,Energy and Natural Resources
C,29934820,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
B,1149321,1,451.01,1,Consultant,>250,Financial Services
C,29942054,1,451.01,1,Prospective Partner,250>x>50,Consumer Industries
C,29941912,1,479.0,1,Prospective Partner,250>x>50,Consumer Industries
B,11608699,1,592.37,1,Consultant,>250,Financial Services
B,14283278,1,592.37,1,Consultant,>250,Financial Services
C,161292,1,592.37,1,Customer,<50,Service Industries
C,176757,1,592.37,1,Customer,<50,Service Industries
C,17845155,1,592.37,1,Customer,<50,Service Industries
C,18508609,1,592.37,1,Customer,<50,Service Industries
C,203062,1,592.37,1,Customer,<50,Service Industries
C,224917,1,592.37,1,Customer,<50,Service Industries
C,235378,1,592.37,1,Customer,<50,Service Industries
B,24718123,1,592.37,1,Customer,250>x>50,Service Industries
B,24777918,1,592.37,1,Customer,250>x>50,Service Industries
B,25117757,1,592.37,1,Customer,250>x>50,Service Industries
B,25188599,1,592.37,1,Customer,250>x>50,Service Industries
B,25258128,1,592.37,1,Customer,250>x>50,Service Industries
B,25269432,1,592.37,1,Customer,250>x>50,Service Industries
B,25276182,1,592.37,1,Customer,250>x>50,Service Industries
B,25284555,1,592.37,1,Customer,250>x>50,Service Industries
B,25284687,1,592.37,1,Customer,250>x>50,Service Industries
C,25289515,1,592.37,1,Customer,<50,Service Industries
C,25290271,1,592.37,1,Customer,<50,Service Industries
C,25290376,1,592.37,1,Customer,<50,Service Industries
C,25294049,1,592.37,1,Customer,<50,Service Industries
C,25294323,1,592.37,1,Customer,<50,Service Industries
C,25294525,1,592.37,1,Customer,<50,Service Industries
C,25316172,1,592.37,1,Customer,<50,Service Industries
C,25319209,1,592.37,1,Customer,<50,Service Industries
C,25319407,1,592.37,1,Customer,<50,Service Industries
B,25339776,1,592.37,1,Customer,>250,Service Industries
B,25339803,1,592.37,1,Customer,250>x>50,Service Industries
B,27751084,1,592.37,1,Customer,250>x>50,Service Industries
B,27810256,1,592.37,1,Customer,250>x>50,Service Industries
C,29945100,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29945993,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,4389717,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,4838362,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,4839075,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,4851301,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,6403324,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,8338129,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,8471983,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,8722151,1,592.37,1,Prospective Customer,<50,Discrete Industries
B,25237208,1,593.19,1,Customer,250>x>50,Service Industries
C,25304975,1,593.19,1,Customer,<50,Service Industries
C,25314340,1,593.19,1,Customer,<50,Service Industries
C,29942689,1,603.31,1,Prospective Partner,250>x>50,Consumer Industries
C,4992633,1,603.31,1,Prospective Customer,250>x>50,Discrete Industries
C,29930298,1,611.91,1,Prospective Partner,250>x>50,Consumer Industries
B,29934816,1,1132.63,1,Prospective Partner,250>x>50,Consumer Industries
C,3563293,1,0.0,1,Prospective Customer,250>x>50,Public Services
C,11594869,1,250.0,1,Consultant,>250,Financial Services
C,29946883,1,250.0,1,Prospective Partner,250>x>50,Consumer Industries
C,12106891,1,327.81,1,Consultant,>250,Financial Services
C,29947902,1,327.81,1,Prospective Partner,250>x>50,Consumer Industries
C,29948572,1,327.81,1,Prospective Partner,250>x>50,Consumer Industries
C,6874894,1,377.54,1,Prospective Customer,250>x>50,Discrete Industries
B,12318908,1,419.49,1,Consultant,>250,Financial Services
B,25824255,1,419.49,1,Customer,250>x>50,Service Industries
C,29946933,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29947800,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29948446,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29948525,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29948700,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
B,4513172,1,1224.33,1,Prospective Customer,250>x>50,Discrete Industries
B,11602314,1,592.37,1,Consultant,>250,Financial Services
C,160413,1,592.37,1,Customer,250>x>50,Consumer Industries
B,168774,1,592.37,1,Customer,250>x>50,Service Industries
B,169308,1,592.37,1,Customer,250>x>50,Service Industries
C,18113638,1,592.37,1,Customer,<50,Service Industries
C,202151,1,592.37,1,Customer,<50,Service Industries
B,214260,1,592.37,1,Customer,250>x>50,Service Industries
B,24733365,1,592.37,1,Customer,250>x>50,Service Industries
B,24735567,1,592.37,1,Customer,250>x>50,Service Industries
B,24736655,1,592.37,1,Customer,250>x>50,Service Industries
B,24874151,1,592.37,1,Customer,250>x>50,Service Industries
C,24991931,1,592.37,1,Customer,<50,Service Industries
C,25062319,1,592.37,1,Customer,<50,Service Industries
B,25246476,1,592.37,1,Customer,250>x>50,Service Industries
B,25252844,1,592.37,1,Customer,250>x>50,Service Industries
B,25285518,1,592.37,1,Customer,250>x>50,Service Industries
C,25294611,1,592.37,1,Customer,<50,Service Industries
C,25304948,1,592.37,1,Customer,<50,Service Industries
B,25365041,1,592.37,1,Customer,250>x>50,Service Industries
B,25376187,1,592.37,1,Customer,250>x>50,Service Industries
C,26609257,1,592.37,1,Customer,<50,Service Industries
B,27268755,1,592.37,1,Customer,250>x>50,Service Industries
B,27750642,1,592.37,1,Customer,250>x>50,Service Industries
B,27756017,1,592.37,1,Customer,250>x>50,Service Industries
B,27762274,1,592.37,1,Customer,250>x>50,Service Industries
B,27859824,1,592.37,1,Customer,250>x>50,Service Industries
B,28051845,1,592.37,1,Customer,250>x>50,Service Industries
C,29949188,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,3003731,1,592.37,1,Prospective Customer,250>x>50,Public Services
C,4577942,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,4815593,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,4841277,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,4844826,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,6380391,1,592.37,1,Prospective Customer,<50,Discrete Industries
C,7060212,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,8693021,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
B,25284757,1,593.19,1,Customer,250>x>50,Service Industries
C,26629052,1,593.19,1,Customer,<50,Service Industries
C,29947234,1,593.19,1,Prospective Partner,250>x>50,Consumer Industries
C,19580772,1,603.31,1,Customer,<50,Service Industries
B,22083273,1,611.91,1,Customer,250>x>50,Service Industries
B,27598071,1,611.91,1,Customer,250>x>50,Service Industries
C,29948614,1,885.1,1,Prospective Partner,250>x>50,Consumer Industries
A,265154,1,1215.0,1,Customer,250>x>50,Service Industries
B,7361433,1,1575.0,1,Prospective Customer,250>x>50,Discrete Industries
C,1118665,1,0.0,1,Consultant,>250,Financial Services
C,27452493,1,0.0,1,Customer,250>x>50,Service Industries
C,23762889,1,62.15,1,Customer,<50,Service Industries
C,7373922,1,225.0,1,Prospective Customer,250>x>50,Discrete Industries
C,29954245,1,250.0,1,Prospective Partner,250>x>50,Consumer Industries
C,29950210,1,295.03,1,Prospective Partner,250>x>50,Consumer Industries
C,29953201,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29953378,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29954494,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29949364,1,451.01,1,Prospective Partner,250>x>50,Consumer Industries
B,167947,1,528.81,1,Customer,250>x>50,Service Industries
C,29950367,1,550.0,1,Prospective Partner,250>x>50,Consumer Industries
B,12412426,1,592.37,1,Consultant,>250,Financial Services
C,171170,1,592.37,1,Customer,<50,Service Industries
C,189250,1,592.37,1,Customer,<50,Service Industries
C,196766,1,592.37,1,Customer,<50,Service Industries
B,24786431,1,592.37,1,Customer,250>x>50,Service Industries
B,24808947,1,592.37,1,Customer,250>x>50,Service Industries
B,24823785,1,592.37,1,Customer,250>x>50,Service Industries
C,25041850,1,592.37,1,Customer,<50,Service Industries
B,25117922,1,592.37,1,Customer,250>x>50,Service Industries
B,25224613,1,592.37,1,Customer,250>x>50,Service Industries
B,25233323,1,592.37,1,Customer,250>x>50,Service Industries
B,25245333,1,592.37,1,Customer,250>x>50,Service Industries
B,25262654,1,592.37,1,Customer,250>x>50,Service Industries
B,25277616,1,592.37,1,Customer,250>x>50,Service Industries
B,25280569,1,592.37,1,Customer,250>x>50,Service Industries
B,25281345,1,592.37,1,Customer,250>x>50,Service Industries
B,25285955,1,592.37,1,Customer,250>x>50,Service Industries
C,25295665,1,592.37,1,Customer,<50,Service Industries
C,25312998,1,592.37,1,Customer,<50,Service Industries
B,25325391,1,592.37,1,Customer,250>x>50,Service Industries
B,27879685,1,592.37,1,Customer,250>x>50,Service Industries
B,28055171,1,592.37,1,Customer,250>x>50,Service Industries
B,28072568,1,592.37,1,Customer,250>x>50,Service Industries
C,29953020,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29953380,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29958638,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29958644,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,4458716,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,4843701,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,4844019,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
B,25228701,1,593.19,1,Customer,250>x>50,Service Industries
B,13593783,1,603.31,1,Consultant,>250,Financial Services
B,24866664,1,603.31,1,Customer,250>x>50,Service Industries
B,25258395,1,603.31,1,Customer,250>x>50,Service Industries
C,29956166,1,611.36,1,Prospective Partner,250>x>50,Consumer Industries
B,24941467,1,611.91,1,Customer,250>x>50,Service Industries
B,25276189,1,611.91,1,Customer,250>x>50,Service Industries
C,29949002,1,611.91,1,Prospective Partner,250>x>50,Consumer Industries
C,29950207,1,652.43,1,Prospective Partner,250>x>50,Consumer Industries
B,29951746,1,898.46,1,Prospective Partner,250>x>50,Consumer Industries
C,6874700,1,755.08,1,Prospective Customer,250>x>50,Discrete Industries
B,29954458,1,907.63,1,Prospective Partner,250>x>50,Consumer Industries
B,16374577,1,2038.73,1,Customer,<50,Service Industries
C,29955638,1,154.7,1,Prospective Partner,250>x>50,Consumer Industries
C,25304275,1,592.37,1,Customer,<50,Service Industries
B,28174746,1,611.91,1,Customer,250>x>50,Service Industries
B,24879081,1,592.37,1,Customer,250>x>50,Service Industries
B,24974435,1,592.37,1,Customer,250>x>50,Service Industries
B,25285926,1,592.37,1,Customer,250>x>50,Service Industries
C,29955861,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,3280470,1,600.0,1,Prospective Customer,250>x>50,Public Services
C,29963857,1,196.65,1,Prospective Partner,250>x>50,Consumer Industries
C,29963793,1,250.0,1,Prospective Partner,250>x>50,Consumer Industries
C,9336679,1,377.54,1,Prospective Customer,250>x>50,Discrete Industries
C,29962967,1,416.13,1,Prospective Partner,250>x>50,Consumer Industries
C,24533585,1,419.49,1,Customer,<50,Service Industries
C,29963437,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29963797,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29963872,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
B,1217499,1,480.0,1,Consultant,>250,Financial Services
C,10542570,1,592.37,1,Consultant,>250,Energy and Natural Resources
C,10739936,1,592.37,1,Consultant,>250,Energy and Natural Resources
B,14723097,1,592.37,1,Customer,250>x>50,Service Industries
B,168405,1,592.37,1,Customer,250>x>50,Service Industries
B,170691,1,592.37,1,Customer,250>x>50,Service Industries
C,171705,1,592.37,1,Customer,<50,Service Industries
C,171740,1,592.37,1,Customer,<50,Service Industries
C,17393060,1,592.37,1,Customer,<50,Service Industries
C,190815,1,592.37,1,Customer,<50,Service Industries
C,24415881,1,592.37,1,Customer,<50,Service Industries
B,24736195,1,592.37,1,Customer,250>x>50,Service Industries
B,24736677,1,592.37,1,Customer,250>x>50,Service Industries
B,24743716,1,592.37,1,Customer,250>x>50,Service Industries
B,24774748,1,592.37,1,Customer,250>x>50,Service Industries
B,24775598,1,592.37,1,Customer,250>x>50,Service Industries
B,24780131,1,592.37,1,Customer,250>x>50,Service Industries
B,24794659,1,592.37,1,Customer,250>x>50,Service Industries
B,24861964,1,592.37,1,Customer,250>x>50,Service Industries
B,24904710,1,592.37,1,Customer,250>x>50,Service Industries
B,25229114,1,592.37,1,Customer,250>x>50,Service Industries
B,25238929,1,592.37,1,Customer,250>x>50,Service Industries
B,25245427,1,592.37,1,Customer,250>x>50,Service Industries
B,25276115,1,592.37,1,Customer,250>x>50,Service Industries
C,25295643,1,592.37,1,Customer,<50,Service Industries
C,25298820,1,592.37,1,Customer,<50,Service Industries
C,25299706,1,592.37,1,Customer,<50,Service Industries
C,25320037,1,592.37,1,Customer,<50,Service Industries
B,25339367,1,592.37,1,Customer,250>x>50,Service Industries
B,25339464,1,592.37,1,Customer,250>x>50,Service Industries
B,25340218,1,592.37,1,Customer,250>x>50,Service Industries
B,25685891,1,592.37,1,Customer,250>x>50,Service Industries
B,2987887,1,592.37,1,SAP Employee,>250,Service Industries
C,29963453,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29963465,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29963854,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29963859,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29963863,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29963865,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,2999887,1,592.37,1,Prospective Customer,250>x>50,Consumer Industries
C,3055787,1,592.37,1,Prospective Customer,250>x>50,Public Services
C,4832683,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,4844057,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,4898837,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,5656781,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,7268331,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,8432996,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,9705168,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
B,25320763,1,593.19,1,Customer,250>x>50,Service Industries
